@SQ     SN:17   LN:81195210     UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:351f64d4f4f9ddd45b35336ad97aa6de
@SQ     SN:18   LN:78077248     UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:b15d4b2d29dde9d3e4f93d1d0f2cbc9c
@SQ     SN:19   LN:59128983     UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:1aacd71f30db8e561810913e0b72636d
@SQ     SN:20   LN:63025520     UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:0dec9660ec1efaaf33281c0d5ea2560f
@SQ     SN:21   LN:48129895     UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:2979a6085bfe28e3ad6f552f361ed74d
@SQ     SN:22   LN:51304566     UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:a718acaa6135fdca8357d5bfe94211dd
@SQ     SN:X    LN:155270560    UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:7e0e2e580297b7764e31dbc80c2540dd
@SQ     SN:Y    LN:59373566     UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:1fa3474750af0948bdf97d5a0ee52e51
@SQ     SN:MT   LN:16569        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:c68f52674c9fb33aef52dcf399755519
@SQ     SN:GL000207.1   LN:4262 UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:f3814841f1939d3ca19072d9e89f3fd7
@SQ     SN:GL000226.1   LN:15008        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:1c1b2cd1fccbc0a99b6a447fa24d1504
@SQ     SN:GL000229.1   LN:19913        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:d0f40ec87de311d8e715b52e4c7062e1
@SQ     SN:GL000231.1   LN:27386        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:ba8882ce3a1efa2080e5d29b956568a4
@SQ     SN:GL000210.1   LN:27682        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:851106a74238044126131ce2a8e5847c
@SQ     SN:GL000239.1   LN:33824        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:99795f15702caec4fa1c4e15f8a29c07
@SQ     SN:GL000235.1   LN:34474        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:118a25ca210cfbcdfb6c2ebb249f9680
@SQ     SN:GL000201.1   LN:36148        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:dfb7e7ec60ffdcb85cb359ea28454ee9
@SQ     SN:GL000247.1   LN:36422        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:7de00226bb7df1c57276ca6baabafd15
@SQ     SN:GL000245.1   LN:36651        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:89bc61960f37d94abf0df2d481ada0ec
@SQ     SN:GL000197.1   LN:37175        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:6f5efdd36643a9b8c8ccad6f2f1edc7b
@SQ     SN:GL000203.1   LN:37498        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:96358c325fe0e70bee73436e8bb14dbd
@SQ     SN:GL000246.1   LN:38154        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:e4afcd31912af9d9c2546acf1cb23af2
@SQ     SN:GL000249.1   LN:38502        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:1d78abec37c15fe29a275eb08d5af236
@SQ     SN:GL000196.1   LN:38914        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:d92206d1bb4c3b4019c43c0875c06dc0
@SQ     SN:GL000248.1   LN:39786        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:5a8e43bec9be36c7b49c84d585107776
@SQ     SN:GL000244.1   LN:39929        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:0996b4475f353ca98bacb756ac479140
@SQ     SN:GL000238.1   LN:39939        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:131b1efc3270cc838686b54e7c34b17b
@SQ     SN:GL000202.1   LN:40103        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:06cbf126247d89664a4faebad130fe9c
@SQ     SN:GL000234.1   LN:40531        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:93f998536b61a56fd0ff47322a911d4b
@SQ     SN:GL000232.1   LN:40652        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:3e06b6741061ad93a8587531307057d8
@SQ     SN:GL000206.1   LN:41001        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:43f69e423533e948bfae5ce1d45bd3f1
@SQ     SN:GL000240.1   LN:41933        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:445a86173da9f237d7bcf41c6cb8cc62
@SQ     SN:GL000236.1   LN:41934        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:fdcd739913efa1fdc64b6c0cd7016779
@SQ     SN:GL000241.1   LN:42152        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:ef4258cdc5a45c206cea8fc3e1d858cf
@SQ     SN:GL000243.1   LN:43341        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:cc34279a7e353136741c9fce79bc4396
@SQ     SN:GL000242.1   LN:43523        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:2f8694fc47576bc81b5fe9e7de0ba49e
@SQ     SN:GL000230.1   LN:43691        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:b4eb71ee878d3706246b7c1dbef69299
@SQ     SN:GL000237.1   LN:45867        UR:file:/mnt/Data1/resources/human_g1k_v37.fasta        M5:e0c82e7751df73f4f6d0ed30cdc853c0
